doc_id,text_ocr
corpus-test-116,"FDA First Regulatory Action - Rates Rate for all original ANDAs submitted for the respective month of submission 90% 80% 70% 60% 50% AP+1 40% CR RTR 30% 20% 10% 0% Oct-14 Nov-14 Dec-14 Jan-15 Feb-15 Mar-15 Apr-15 May-15 Jun-15 Jul-15 Aug-15 Sep-15 Oct-15 Nov-15 Dec-15 Jan-16 Feb-16 Mar-16 Apr-16 May-16 Jun-16 *Updated 10/1/2017. Numbers are based on preliminary data that willbe reviewed and validated for official reporting purposes. Cohort Year 4 (FY2016) — Some are still under review and within goal; all mature by December 31, 2017"
corpus-test-117,FDA ANDA Complete Response Letters (CRLs) 200 180 190 193 190 160 166 169 167 151 155 155 140 147 151 150 144 143 136 120 129 100 113 112 105 103 98 80 92 87 82 60 40 20 0 Oct-15 Dec-15 Jan-16 Feb-16 Mar-16 Apr-16 Jun-16 Jul-16 Aug-16 Sep-16 Oct-16 Nov-16 Dec-16 Jan-17 Feb-17 Mar-17 Apr-17 May-17 Jun-17 Jul-17 Nov-15 May-16 Aug-17 Sep-17
corpus-test-118,Overall Regulatory Actions... FDA Another Record Year Pre-GDUFA GDUFAI FY2012 FY2013 FY2014 FY2015 FY2016 FY2017 ANDA approvals 517 440 409 492 651 763 PAS approvals 275 535 659 624 481 431 Tentative Approval 102 95 91 120 184 174 (TA) Complete Response 84 1251 1254 1180 1725 1603 (CR) TOTAL ** 978 2321 2413 2416 3056 2971 DMF Completeness 0 1699 1706 901 886 820* Assessment (CA) * Updated 10/1/2017. Numbers are based on preliminary data that wil be reviewed and validated for official reporting purposes. 16
corpus-test-119,"FDA Annual Approvals & Tentative Approvals Approval Tentative Approval 1000 GDUFA starts, 10/1/12 900 174 800 184 700 600 102 120 500 139 139 95 91 400 763 300 517 492 200 426 458 440 409 100 0 FY 10 FY 11 FY 12 FY 13 FY 14 FY 15 FY 16 FY 17"
corpus-test-120,Monthly Approvals & FDA Tentative Approvals* Full Approvals Tentative Approvals 120 100 12 19 80 14 12 19 11 17 12 19 60 16 14 88 40 77 68 70 59 61 62 57 60 54 56 51 20 0 Oct-16 Nov-16 Dec-16 Jan-17 Feb-17 Mar-17 Apr-17 May-17 Jun-17 Jul-17 Aug-17 Sep-17
corpus-test-121,"FDA FY2017 - Notable ANDA Approvals Generic Name Reference Listed Drug Olmesartan Medoxomil Tablets, 5 mg, 20mg, and 40 mg Benicar Tablets Quetiapine Fumarate Extended-release Tablets, 50 mg, 150 mg, 200 mg, 300 mg, Seroquel XR Tablets 400 mg Dexlansoprazole Delayed-release Capsules, 60 mg Dexilant Capsules Atomexetine Capsules, 10 mg, 18 mg, 25 mg, 40 mg, 60 mg, 80 mg, and 100 mg Strattera Capsules Mesalamine Delayed-release Tablets USP, 1.2 g, and 800 mg Lialda and Asacol HD Delayed- release Tablets Emtricitabine and Tenofovir Disoproxil Fumarate Tablets, 200 mg/300 mg Truvada Tablets Sevelamer Carbonate Tablets, 800 mg; Powder for Oral Suspension, 0.8 g and 2.4 g Renvela Tablets and Powder for Pouches Oral Suspension Prasugrel Tablets, 5 mg, 10 mg Effient Tablets Isoproterenol Hydrochlo"
corpus-test-122,FD Prior Approval Supplements (PASs)
corpus-test-123,FDA Overview . Update on GDUFA I Receipts Actions towards Goals Other accomplishments 2. Brief comments on GDUFA ll 3. Closing Comments
corpus-test-124,"FDA GDUFA Goal: PAS 100% 100% 100% 100% 100% 100% 100% 100% l 97% 94% 98% 100% 97% 80% 60% 40% 20% 0% Jan-2016. Feb-2016 Mar-2016 Apr-2016 May-2016 Jun-2016 Jul-2016 S Aug-2016 Sep-2016 Oct-2016 Nov-2016 Dec-2016 Month-Year GDUFA PAS Goal * Goal dates provided on submissions received through December 2016, as those are the goal dates that have actually accrued. The cohort data is not mature enough to report on whole fiscal year data reliminary data that will be reviewed and validated for official reporting purposes."
corpus-test-125,FDA PAS Actions FY2013 FY2014 FY2015 FY2016 FY2017 Received 482 436 480 478 415 Approved 535 659 624 481 431 CR Letter 8 18 185 228 223 22
corpus-test-127,FDA GDUFA Goal: Controlled Correspondence Controlled Correspondence GDUFA Performance by FDA Receipt Date - All Disciplines 100% 99% 96% 98% 97% 95% 99% 100% 98% 98% 97% 99% 99% 80% 60% 40% 20% 0% Jul-2016 Aug-2016 Sep-2016 Oct-2016 Nov-2016 Dec-2016 Jan-2017 Feb-2017 Mar-2017 Apr-2017 May-2017 Jun-2017 Month-Year GDUFA Controlled Correspondence Goal * Goal dates provided on submissions received in FY 2016 and 2017. *Updated 10/1/2017. Numbers are based on preliminary data that will be reviewed and validated for official reporting purposes.
corpus-test-128,"FDA CONTROLS Increasing number of ""control"" submissions — >8,000 controls submitted in GDUFA I Increasing complexity Approximately 20% controls do not follow FDA guidance PLEASE READ and FOLLOW GUIDANCE - https://www.fda.gov/downloads/Drugs/GuidanceComplianceRegulatoryInformation/Guidances/UCM411478.pdf 25"
corpus-test-129,"FDA OGD FILING REVIEW > 1,100 original ANDAs, resubmissions, and PASs underwent filing review in FY2017"
corpus-test-130,"FD REFUSE TO RECEIVE (RTR) ~10-30% of ANDAs submitted get RTR ~1% fees not paid % ANDAs RTR-ed* FY2015 (cohort Year 3) 34.3 FY2016 (cohort Year 4) 28.3 FY2017 (cohort Year 5**) 10.5 Overall RTR % FY15-17 20.9 Updated 10/1/2017. Numbers are based on preliminary data that will be reviewed and validated for official reporting purposes. Y2017) - Given the large number of ANDAs submitted in the end of FY2017, many ANDAs undergoing Filing Review."
corpus-test-131,"FDA REASONS FOR REFUSE TO RECEIVE (RTR) DEFICIENCY % Inadequate Stability 31.1% Inadequate Dissolution 17.8% Incomplete English translation 17.4% No response with 7 calendar days 6.4% Incomplete Response 5.5% Not Q/Q Same 4.6% Incomplete DMF 4.1% Inadequate EA or Categorical Exclusion 3.2% Incomplete/Failed BE studies 2.7% Inadequate justification of excipients 2.7% Analysis of FY2016 Year 4 cohort, 218 RTRs on 855 ANDAs"
corpus-test-132,"FDA RTR is a CRITICAL ""Vital Sign"" If ANDA received RTR.... — Less 1st cycle AP or TA — More deficiencies in CRL — Worse (""major"") deficiencies — If RTR resubmitted quickly to FDA, even lower likelihood for AP or TA"
corpus-test-133,"FDA RTR is a CRITICAL ANDA ""Vital Sign"" WITH WITHOUT Regulatory Action prior RTR prior RTR* Approved or Tentative Approval 3.8% 11.5% Complete Response Letter (CRL) 96.2% 86.9% Analysis of FY2015 Year 3 cohort, conducted 8/9/2017; n=400 ANDAs, all underwent extensive review. Results of First Regulatory Action following first cycle review."
corpus-test-135,FDA GDUFA I Regulatory Science Accomplishments* Issued 108 external research grants and contracts — Prepared OGD for industry interaction on complex drug products Published 788 Product Specific Guidances (PSGs) — 495 new PSGs and 293 revised PSGs — Increased number for complex drug products each year Reviewed 127 pre-ANDA meeting packages — Almost all for complex drug products -
corpus-test-136,FDA Product-Specific Guidances (PSGs) 250 New Guidance 223 Revised Guidance 194 200 150 134 154 135 108 Number 102 100 78 94 61 50 86 69 56 41 41 0 FY 13 FY 14 FY 15 FY 16 FY 17*
corpus-test-137,Product-Specific Guidances (PSGs) FDA Complex Drug Products 250 223 Complex? Yes 200 194 No 58 Number of Guidances 150 86 134 135 102 48 100 71 32 165 108 50 86 70 64 0 FY13 FY14 FY15 FY16 FY17 Numbers are based on preliminary data that will be reviewed and validated for official reporting purposes.
corpus-test-139,"FY2017 OGD Policy Accomplishments FDA * Co-led successful re-negotiation for GDUFA II October 2016 - Final Rule on ANDAs and 505(b)(2) Applications Developed policy and procedures to streamline the publication of Federal Register notices announcing the voluntary withdrawals of ANDAs under 21 CFR 314.150(c) Published 15 guidances - 7 - GDUFA II related Issued 7 MAPPs Orange Book Modifications ~ 5,600 NDAs and ANDAs to add RS and RLD designations and ~ 840 discontinued NDAs to provide RLD designations Supporting the Commissioner's Drug Competition Action Plan"
corpus-test-140,"FDA Commissioner FDA Scott Gottlieb, MD Huge interest and focus on Generic Drugs Numerous internal briefings provided regarding the generic drug program, GDUFA, Hatch-Waxman, and other activities Attendance at OGD All Hands Drug Competition Action Plan 2"
corpus-test-141,Communicating FDA's FDA Generic Drug Program REQUIRED: ENHANCED: GDUFA Performance Reports GDUFA Regulatory Science Annual GDUFA Financial Reports Report Activities Report of the Generic Drug Program Quarterly Meeting Minutes Between FDA and Industry QuarterlyGeneric Drug Review COMING SOON Dashboard GDUFA II Dashboards: ANDAFirst Generic Drug Approvals More metrics Office of Generic Drugs Annual Report Different reporting • Generic Drugs Updates and GDUFA Not OGD reports listserv Generic Drug Outreach Campaign 3
corpus-test-142,FDA Communicating FDA's Generic Drug Program GDUFA Outreach Videos Brief videos by FDA staff highlight new features in GDUFA II on FDA.gov. Topics include: GDUFA Overview Pre-ANDA Program for Complex Products Type Il Drug Master Files (DMF) Update Performance Goals Goals Integration Review Status Updates Post Complete Response Letter (CRL) Meeting Requests for Reconsideration Review Classification More to comeI
corpus-test-143,"FDA's Generic Review Pipeline By Submission Cohort as of September 30, 2017 First FDA review pending Under FDA Review (includes many re-submissions) PRE GDUFA SUBMISSIONS FY2013 FY2014 3. 4 ANDAs & Approvals & ANDA Re-submissions FY2015 Approvals FY2016 FY2017 Approximately 2,500 Total ANDAs To Industry From Industry Approx. 1,750 ANDAs w/ industry (1,400 pending response & 350 TÅs)"
corpus-test-144,"FDA Getting to ""Stable Footing"" ANDA Inventory 4,000 3,500 3,000 2,500 ANDAs 2,000 1,500 1,000 500 0 Jun-16 Aug-16 Oct-16 Dec-16 Feb-17 Apr-17 Jun-17 Aug-17 Oct, 2014 Dec, 2014 Feb, 2015 Apr, 2015 Jun, 2015 Aug, 2015 Oct, 2015 Dec, 2015 Feb, 2016 Apr, 2016 -With FDA -With Industry ae vfi"
corpus-test-146,"FDA ANDAs in CR status with industry FDA needs a better understanding of this — Predictors of when amendment will be submitted to FDA - Workload predictions and forecasting, capacity analytics, etc. FDA asked industry for data/analysis during QTR GDUFA II FDA-industry meeting"
corpus-test-147,"FDA Application ""approvability"" FDA will Approve or TA an ANDA WHEN it meets the Agency's standards for approval"
corpus-test-148,"FDA FIRST CYCLE APPROVALS* Low % FY2015 10.7% Lots of rework FY2016** 14.3% Inefficient use of resources Large number of ANDAs FY2017** 12.8% ""pending"" with industry, issued CR letters Critical to improve the ANDA Quality UP FRONT Updated 10/1/2017. Numbers are based on preliminary data that will be reviewed and validated for official reporting purposes. Cohort Year 3 (FY2016) — Some are still under review and within goal; all mature by December 31, 2017. Cohort Year 4 (FY2017) Many are still under review and within goal; all mature by July 31, 2018. pending submissions. DEFINITION: The percentage of AP and TA original and original-response to RTR ANDAs"
corpus-test-149,FDA Overview 1. Update on GDUFA I Receipts Actions towards Goals Other accomplishments 2. Brief comments on GDUFA Il 3. Closing Comments
corpus-test-150,"FDA GDUFA II - Numerous Review Program Enhancements •Mid-cycle & post CR t-cons, ability to dispute a variety of CDER actions More touch points with industry pre-, during, and post-submission — Pre-ANDA program for complex products Meetings, timeframes for Product-Specific Guidances, updates to Inactive Ingredients Database (IID) — ""PFC"" - Pre-submission Facility Correspondence Priority Submission with PFC - 8 month goal — All Pre-Year 3 ANDAs get a hard GDUFA II goal date vs. TADs - DMF enhancements - Accountability and reporting enhancements - Small business relief A"
corpus-test-151,"FDA GDUFA II ""Goals"" or ""Commitment"" letter: nttp:/ forindustry/userfees/genericdruguserfees/ucm525234.pdf PLEASE READ! KEEP CALM AND READ ON"
corpus-test-152,"FDA GDUFA II Pre-ANDA Program Session: — Tuesday November 7, 2017, 9:00am-10:00am"
corpus-test-154,FDA Lessons learned from PDUFA I-V & GDUFA I Critical/Pivotal role of RPM Complete Application is critical High quality NDA & ANDA applications result in: — Low Refuse To File (RTF)/Refuse to Receive (RTR) rates — First cycle approvals — Shorter time to approval
corpus-test-155,PDUFA Experience: Higher first cycle approval FDA rate achievable with high quality submissions CDER New Molecular Entity Approval Rates by PDUFA Cohort 100% 90% 80% % NMEs Receiving Approval 70% 60% 50% 40% 30% 20% 10% %0 6 12 18 24 30 36 42 48 54 Elapsed Time (months) •pre-PDUFA (1988-1992) PDUFA1 PDUFA1I PDUFAIII PDUFAIV •PDUFA V (receipts through 3/31/2015) * PDUFA V estimates based on 77 NMEs submitted in FY 2013 mid FY 2015 (it is too early to estimate performance for later submissions) Projection estimates account for actions to date and elapsed time to date for non-approvals Data as of 9/30/16
corpus-test-156,"FDA Projected vs Actual* ANDA Receipts 1600 FDA received an average of GDUFA implements, 10/1/12 1,000 ANDAs per year 1400 1473 under GDUFA I.. 1306 1200 Almost 7 years of projected ANDA 1103 receipts 1000 968 800 I 750 Projected ANDAs ATArA 852 per year 600 400 200 0 FY 12 FY 13 FY 14 FY 15 FY 16 FY 17"
corpus-test-158,"FDA CURRENT CHALLENGES High Rate of Refuse to Receive (RTR) - RTR'ed ANDAs: - Require more cycles to approval when finally received - Contain more/worse deficiencies than non-RTR'ed ANDAs Hidden facilities - Not identified on 356h form Risk getting a new/later GDUFA goal date when hidden facilities are found during review Limited awareness of benefits of Product-Specific Guidances Increasing workload: ANDAs, amendments, controls"
corpus-test-159,"ANDA ""Approvability"" FDA Build in Quality Up Front GDUFA I Cohort Year 5 timeline: IR #1 IR #2 Assessment Response Response Filing Review #1 and Received Received Wrap up Review Team Kick-Off Cumulative and Complete and and Final (OGD) Assignment Meeting IR #1 Reviewed Inspection Reviewed Review 6 O O O O O O 0 0 - 60d Within 70d 4mo Within 6.5mo - Within Within 90d Within 120d 6.5mo 7.0mo 8.5mo 9.0mo RIGHT Majority of deficiencies issued in CR letters: THE FIRST 1. Dissolution 2. Stability All are Quality-related (OPQ) 3. Excipients TIME"" 4. Facilities"
corpus-test-160,"FDA FDA is Successfully Delivering on GDUFA FDA continues to fulfill GDUFA commitments Continue to see increasing submissions, companies, workload, etc. Created a high functioning generic drug program Robust, modern, state of the art tools Sustainable and predictable Clear and consistent communication Fairness across applications and applicants"
corpus-test-162,FDA U.S. FOOD & DRUG ADMINISTRATION
corpus-test-163,"FDA ANDA Receipts (Originals + CR Responses/Amendments) 3,000 2,849 2,500 2,000 ANDA Receipts 1,848 1,500 1,547 1,000 500 0 FY 15 FY 16 FY 17 /2017. Numbers are based on preliminary data that will be reviewed and validated for official reporting purposes."
corpus-test-164,"FDA Monthly ANDA Receipts (New Originals) 250 225 235 200 202 197 175 180 150 125 114 100 108 75 78 81 75 73 73 69 66 67 50 61 56 58 60 59 57 58 42 35 40 25 0 Apr, 2016 May, 2016 Jun, 2016 Jul, 2016 Aug, 2016 Sep, 2016 Oct, 2016 Nov, 2016 Dec, 2016 Jan, 2017 Feb, 2017 Mar, 2017 Apr, 2017 May, 2017 Jun, 2017 Jul, 2017 Aug, 2017 Sep, 2017 Oct, 2015 Nov, 2015 Dec, 2015 Jan, 2016 Feb, 2016 Mar, 2016"
corpus-test-166,"FDA Average Monthly Controls Submitted 250 GDUFA implements, 10/1/12 222 200 150 157 127 100 101 91 79 50 0 FY 12 FY 13 FY 14 FY 15 FY 16 FY 17"
corpus-test-167,"FDA U.S. FOOD & DRUC ADMINISTRATION FDA Role in Regulation of Cannabis Products NIDA February 2019 Sharon Lindan Mayl, J.D. Senior Advisor for Policy Office of Foods and Veterinary Medicine Food and Drug Administration Douglas C. Throckmorton, M.D. Deputy Director for Regulatory Programs CDER, FDA"
corpus-test-168,"FDA's Policy Interests FDA Protecting the public from harmful products Protecting the public from fraudulent products with unproven disease claims (which could result in patients foregoing proven treatments Incentivizing rigorous scientific research to support beneficial therapies (through requiring NDAs) Protecting human subjects involved in research (through requiring INDs) Protecting the integrity of the conventional food supply and dietary supplements Respecting the ""right to try"" unapproved drugs for seriously ill patients"
corpus-test-169,"FDA Support for Drug Development FDA (cont'd) Botanicals Team available to guide development of drugs from plants Can request Botanicals Team participation, to gain clarity on characterizing an investigational botanical drug to support proposed clinical study or NDA submission Controlled Substances Staff available to help with FDA- DEA interactions E.g., issues around abuse potential assessment requirements to support an NDA submission"
corpus-test-171,Other Applicable Regulatory FDA Requirements for Foods All foods are subject to a number of other regulatory requirements related to topics such as: — Safety of ingredients — Production controls - Labeling
corpus-test-173,"THC and CBD in Dietary FDA Supplements: 201(ff)(3)(B) It is unlawful to market CBD and THC products as, or in, dietary supplements, regardless of whether the substances are hemp- derived. CBD and THC products are excluded from the definition of dietary supplements under the FD&C Act Under sections 201(ff)(3)(B)(i) and (ii) of the FD&C Act, if a substance (such as THC or CBD) is an active ingredient in a drug product that has been approved under 21 U.S.C. § 355 (section 505 of the FD&C Act), or has been authorized for investigation as a new drug for which substantial clinical investigations have been instituted and for which the existence of such investigations has been made public, then products containing that substance are outside the definition of a dietary supplement. Exception: If the"
corpus-test-175,"Current FDA Warning Letters FDA Related to CBD Products FDA has issued numerous WLs from 2015 to present Unapproved new drugs [§§201(p), 301(d), and 505(a)] Misbranded drugs [§§301(a) and 502(f)(1)] Illegally marketed food [§301(II)] — Illegally marketed supplements [§201(ff)(3)(B)] FDA posted lab results for dozens of CBD products cited in the warning letters. — In many cases, the CBD content did not match the labeled claims and some products did not contain any CBD"
corpus-test-176,"FDA Challenges Challenges include: Rapidly-changing legal frameworks at the federal, state, and local level Continually evolving market with many types of products Need for more data (e.g., safety) Need to support rigorous scientific research into therapeutic uses of products from cannabis Impact of Farm Bill on CBD for research Resources"
corpus-test-179,"FDA and Cannabis FDA Regulatory roles under the Federal Food, Drug & Cosmetic Act (FDCA): Scientific and regulatory support for research on potential therapeutic uses of cannabis Regulation of products (e.g., foods, drugs, cosmetics) from cannabis Enforcement actions as necessary against products made from cannabis or containing compounds found in the cannabis plant, particularly those that present human health risks FDA roles under the Controlled Substances Act (CSA): Assisting the Drug Enforcement Administration (DEA) on protocol registration for Schedule I drug research (Under 21 CFR 1301.18 and 1301.32) •Conducts scientific and medical analysis ('8-factor analysis') to recommend appropriate controls under the CSA (working with NIDA) - At DEA request — Responding to citizen petitions - "
corpus-test-180,FDA Summary and Conclusions FDA has a well-defined role to play in the regulation and development of products containing cannabis and cannabis-derived compounds FDA continues to focus on supporting scientific and rigorous testing and approval of drugs derived from cannabis FDA will solicit input on how to make legal pathways for the lawful marketing of these products more efficient FDA will continue to protect and promote the public health with respect to these products 21
corpus-test-181,FDA U.S. FOOD & DRUG ADMINISTRATION
corpus-test-182,"FDA Regulatory Landscape Federal/state coordination is necessary: - States - DEA - FDA - USDA - OtherS: SAMHSA, NIDA, ONDCP"
corpus-test-183,"FDA Intra-Agency Team FDA has a cross-Agency team that works on cannabis issues: All product divisions represented as well as field inspectorate Policy Enforcement Outreach Interagency coordination - Federal, state, international"
corpus-test-185,FDA The Farm Bill - FDA FDA's authorities under the FD&C Act and section 351 of the PHS Act were specifically preserved by the Farm Bill. Cannabis and cannabis-derived products are subject to the same authorities and requirements as FDA-regulated products containing any other substance.
corpus-test-186,"FDA Overview of FDA Drug Authority Under the FD&C Act, any product, including a cannabis product (hemp or otherwise), that is marketed with a claim of therapeutic benefit, or with any other disease claim, is considered to be a drug. A new drug must be approved by the FDA for its intended use before it may be introduced into interstate commerce."
corpus-test-187,"Drug Development from Cannabis FDA Development of drugs has focused on using compounds in cannabis: CBD, THC Sativex Four products approved: — Marinol (dronabinol) (1985): nausea from GW CAlniral chemotherapy. Schedule III - Cesamet (nabilone) (1985 (2006)): nausea & neuropathic pain. Schedule II — Syndros (dronabinol) (2016): nausea from cancer chemotherapy. Schedule II - Epidiolex (CBD) (2018): for childhood seizures. EPIDIOLEX Schedule V"
corpus-test-189,"Federal Efforts to Prevent Drug Shortages An FDA Perspective Douglas C. Throckmorton, MD Deputy Director for Regulatory Programs Center for Drug Evaluation and Research FDA Duke Margolis Center for Health Policy November 27, 2018"
corpus-test-190,"Definitions of Medical Product Shortage Drug Shortage (FDA): A drug shortage means a period when the demand or projected demand for the drug within the United States exceeds the supply of the drug. Drug Shortage (ASHP*): A drug product is in shortage: - once the shortage is verified with manufacturers - when supply issues affect how a pharmacy prepares or dispenses a drug product, or influence patient care requiring prescribers to use an alternative therapy *ASHP: American Society of Health-System Pharmacists"
corpus-test-191,FDA Thank You
corpus-test-192,"rends In New Drug Shortages 201o-2017 300 250 Number of New Shortages 200 150 100 50 0 2010 2011 2012 2013 2014 2015 2016 2017 Calendar Year CDER CBER From FDA Drug Shortage Report to Congress, 2017 https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/U CM610662.pdf"
corpus-test-193,"Sources of Shortages: Manufacturing Challenges Consolidation in manufacturing of sterile injectables In Fall of 2017, interruption of manufacturing by a single firm led to shortages of multiple critical drugs including injectable narcotics, ""caines"" and others drugs Shortages of critical sterile injectable drugs from increased demand or manufacturing problems IV electrolyte salts, Magnesium Sulfate, Calcium Gluconate and Potassium Chloride"
corpus-test-194,Sources of Shortages: Natural Disasters Hurricane Maria affected multiple manufacturers in Puerto Rico IV fluid shortages which began in 2014 were worsened due to Baxter facility impact in PR
corpus-test-195,"What FDA Does to Address s Drug Shortages Drug Shortage Staff focused on addressing drug shortages Facilitate temporary and long-term strategies to address shortages •Coordinate timely and comprehensive risk/benefit decisions within FDA •Personnel across multiple FDA Offices involved in shortage response Distribute information (web posting, professional organizations): https://www.fda.gov/Drugs/DrugSafety/DrugShortages/default.htm Goal: Maintain availability while minimizing risk to patients"
corpus-test-197,Lessons Learned Availability of drugs for patients is critical for healthcare - Interruptions of drug manufacturing due to any reason can lead to drug shortages with devastating impact on public health Sources of drug shortages include manufacturing challenges and natural disasters - FDA response tailored to address underlying cause(s) - Communications and information sharing are critical both to preventing and to mitigating shortages Recovery from shortages takes time. Prevention is critical to reducing the numbers of drug shortages
corpus-test-198,"Communication is Critical Requirements to Industry For Early Notification Manufacturers are required to notify the FDA of a permanent discontinuance or interruption in manufacturing that is likely to One Wundred Twelfth Congress lead to a meaningful disruption in the supply of the Anited States of America of a covered drug in the United States AT THE SECOND SESSION Begnn and keld ant the City of Wankington on Taeadey. •At least 6 months in advance of but in no the third dey of Jaanry, tar thennd and nacele case later than 5 business days after the an act the Federal Facd, Dernag. aud Con interruption in manufacturing occurs the Cnited States of Amerien in Congress coserebled. Lo if emapcted be the Senate and Moase of Renresentatires af SECTION 1. SHBORT TITLE This Act may be cited as the """
corpus-test-199,"Today's Meeting Discussion goals: Root Causes of drug shortages Economics of drug shortages •Measurement of shortages and their public health impact Economic drivers underlying drug shortages Manufacturing and Distribution Anticipating vulnerabilities, eliminating barriers to adequate drug supply Potential tools to address drug shortages • Market-driven actions • Governmental actions • Incentives to encourage adequate drug supply and manufacturing redundancy and resiliency"
corpus-test-200,"FDA U.S. FOOD & DRUG ADMINISTRATION CDER Office of Surveillance and Epidemiology: 2018 Update Gerald J. Dal Pan, MD, MHS Director Office of Surveillance and Epidemiology Center for Drug Evaluation and Research FDA/CMS Summit December 11, 2018"
corpus-test-201,"Label Changes Study FDA HIGHLIGHTS OF PRESCRIBING INFORMIATION CONTRAINDICATIONS These highlights do not include all the information needed to use [DRUG NAME] safely and effectively. See full prescribing information for [text] [DRUG NAME]. [text] [DRUG NAME (nonproprietary name) dosage form, route of -WARNINGS AND PRECAUTIONS administration, controlled substance symbol] [text] Initial U.S. Approval: [year] - [text] -ADVERSE REACTIONS WARNING: [SUBJECT OF WARNING] Most common adverse reactions (incidence > x%) are [text] See full prescribing information for complete boxed warning. [text] To report SUSPECTED ADVERSE REACTIONS, contact [name of [text] manufacturer] at [phone #] or FDA at 1-S00-FDA-10SS or www.fda.gow/medwatch. RECENT MAJOR CHANGES [section (XX)] [m/year] [text] ...-DRUGINTERA"
corpus-test-202,FDA U.S. FOOD & DRUG ADMINISTRATION Sentinel
corpus-test-203,"FD FDA Sentinel System National medical product monitoring system 17 data partners with 178 million members with pharmacy and medical coverage Distributed system where data partners retain physical control of data to protect privacy and security Sentinel Sentinel Drugs Vaccines, Blood & Biologics Communications FDA-Catalyst Sentinel is www.sentinelinitiative.org/ Product Monitoring System LEARN MORE"
corpus-test-204,Analysis in Sentinel's Distributed Data Network Mini-Sentinel Operations Center 1- User creates and 6 submits query Mini-Sentinel Secure Network Portal (a a computer program) 2- Data partners Data Partner 1 retrieve query Review & Run Review & Query Return Results 3- Data partners review Enroll and run query against Demographics Utilization their local data Pharmacy Etc 4- Data partners review results Data Partner N Review & 5- Data partners return Review & Run Query Return Results results via secure Enroll network Demographics Utilization Pharmacy 6- Results are Etc aggregated
corpus-test-205,"ARIA is Comprised of Modular Programs Level 3 Level 2 Sequential Adjusted Analyses with Level 1 Adjusted Analyses with Sophisticated Descriptive Sophisticated Confounding Control Analyses, Confounding Control Unadjusted Rates"
corpus-test-206,"FDA The NEW ENGLAND Perspective JOURNAL of MEDICINE The FDA Sentinel Initiative — An Evolving National Resource Richard Platt, M.D., Jeffrey S. Brown, Ph.D., Melissa Robb, M.S., Mark McClellan, M.D., Ph.D. Robert Ball, M.D., M.P.H., Michael D. Nguyen, M.D., and Rachel E. Sherman, M.D., M.P.H. L he Food and Drug Adminis- secure querying system, created a viding guidance on the best use tration (FDA) Sentinel Initia- very large rigorously curated and of their data. Although data part- tive,1 which was launched in 2008, updated distributed health infor- ners have chosen to respond to has matured from a pilot program mation data set, and developed nearly all questions sent to them, designed to assess potential drug- tools permitting rapid, customized their ability to opt out of specific safety"
corpus-test-207,"The NEW ENGLAND Perspective JOURNAL of MEDICINE Just as the Sentinel Initiative looks The Sentinel Initiative can become a very different today than it looked 5 critical component of the FDA's years ago, in 5 to 10 years the system implementation of its mandates will have improved capabilities and under the 21st Century Cures Act by will use new data sources and providing data and expertise to methods. support the incorporation of real- salety signais in mnsurance ciaims analysis. world data into regulat ntory decision into a core component of the Distributed agency's evolving safety surveil- which data making in other areas in addition to lance system. Sentinel is a flexi- physical and safety ble and robust program that pro- over their da assessments. vides evidence on the effects of leve"
corpus-test-208,"Sentinel Strategic Plan VISION sustainable national resource to monitor the safety of marketed medical World Data sources used to products, and expand Real- capture medical product performance STRATEGIC OBJECTIVES Accelerate utility of Real- Increase the Meet legislative Facilitate use use of the World Data to regarding medical mandates by other Sentinel System within FDA and accelerate drug stakeholders development product safety and foster scale capabilities to meet needs and assess and effectiveness innovation & medical development product performance STRATEGIC AIMS Enhance the foundation Further enhance safety capabilities to and broader use Accelerate access of the Sentinel System Create a national knowledge and Disseminate (data, intrastructure, by leveraging of Real-World Data resou"
corpus-test-209,FDA Sentinel ARIA Analyses (N=256) 70 60 50 40 30 3 2 56 15 15 3 12 20 10 3 12 4 10 16 16 19 16 15 16 10 0 0 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 2016 2016 2016 2016 2017 2017 2017 2017 Summary Table Level 1 Level 2 Level 3
corpus-test-210,"FDA Drug Safety in Pregnancy in a Large, Multisite Database: Advances in Analytic Methods, Querying Tools, and Supplemental Data Collection from Patients Danijela Stojanovic, Liz Suarez, Susan Andrade, David Martin Friday, November 30, 10-11am EDT MACOEPIOEE 1 2 3 4 Danijela Stojanovic Liz Suarez Susan Andrade David Martin New Mother- New ICD-10 Validation of Open Source Infant Linkage Gestational Age ICD-10 Stillbirth Mobile App for Algorithm Algorithm Data Collection https://www.sentinelinitiative.org/communications/sentinel-initiative-events/drug-safety-pregnancy-large-multisite-database-advances"
